"","ReleaseDate","Title","ProductionBudget","OpeningWeekend","DomesticBox Office","WorldwideBox Office","Trailer","Genre","Running_Time","Keywords","Franchise"
"134","Jun 8, 2001","Swordfish","$80,000,000","$18,145,632","$69,772,969","$147,080,413","","Action","97 minutes","Non-Chronological, Internet",NA
"135","Aug 4, 2000","Space Cowboys","$65,000,000","$18,093,776","$90,454,043","$128,874,043","","Adventure","130 minutes",NA,NA
"136","Dec 22, 1999","Any Given Sunday","$60,000,000","$13,584,625","$75,530,832","$100,230,832","","Drama","164 minutes","Football",NA
"137","Mar 5, 1999","Analyze This","$30,000,000","$18,383,507","$106,885,658","$176,885,658","","Comedy","111 minutes","Mafia","Analyze This"
"138","Dec 18, 1998","You've Got Mail","$65,000,000","$18,426,749","$115,821,495","$250,800,000","","Drama","119 minutes","Internet, Split Screen, Voiceover/Narration, Corporate Life, Corporate Malfeasance, Romance, Love Triangle, Relationships Gone Wrong, Corporations vs. Mom and Pop Store",NA
"139","Jun 5, 1998","A Perfect Murder","","$16,615,704","$67,658,331","$67,658,331","","Thriller/Suspense","120 minutes","Film Noir",NA
"140","Apr 10, 1998","City of Angels","$55,000,000","$15,369,048","$78,750,909","$198,750,909","","Drama","120 minutes","Heaven and Hell",NA
"141","Mar 6, 1998","U.S. Marshals","","$16,863,988","$57,833,603","$57,833,603","","Thriller/Suspense","138 minutes","Fugitive / On the Run","Fugitive"
"142","Feb 13, 1998","Sphere","$73,000,000","$16,586,765","$37,068,294","$50,168,294","","Horror","128 minutes","Time Travel, Underwater",NA
"143","Nov 21, 1997","Midnight in the Garden of G…","$35,000,000","$5,233,658","$25,078,937","$25,078,937","","Drama","120 minutes",NA,NA
"144","Oct 17, 1997","Breaking Up","","","$5,000","$5,000","",NA,NA,NA,NA
"145","Aug 8, 1997","Free Willy 3: The Rescue","","$992,651","$3,519,178","$3,519,178","","Drama",NA,"Animal Lead","Free Willy"
"146","Jul 11, 1997","Contact","$90,000,000","$20,584,908","$100,920,329","$165,900,000","","Drama","149 minutes","Visual Effects, Religious, Search for Extraterrestrial Life, First Contact",NA
"147","Dec 20, 1996","My Fellow Americans","$21,500,000","$2,860,334","$22,331,846","$22,331,846","","Comedy","102 minutes",NA,NA
"148","Aug 16, 1996","Tin Cup","$45,000,000","$10,128,834","$53,854,588","$75,854,588","","Romantic Comedy",NA,"Golf, Romance",NA
"149","Jun 21, 1996","Eraser","$100,000,000","$24,566,446","$101,295,562","$234,400,000","","Action","114 minutes","Mafia, Visual Effects",NA
"150","May 10, 1996","Twister","$88,000,000","$41,059,405","$241,688,385","$495,700,000","","Action","114 minutes","Visual Effects, Disaster, Extreme Weather, Academics",NA
"151","Dec 15, 1995","Heat","","$8,445,656","$67,436,818","$187,436,281","","Drama","170 minutes","Film Noir",NA
"152","Aug 4, 1995","Something to Talk About","","$11,115,697","$50,865,589","$77,307,226","","Comedy","105 minutes",NA,NA
"153","Jul 19, 1995","Free Willy 2: The Adventure…","","$7,039,608","$30,077,111","$30,077,111","","Drama",NA,"Animal Lead","Free Willy"
"154","Jun 16, 1995","Batman Forever","$100,000,000","$52,784,433","$184,031,112","$336,529,144","","Action","122 minutes","D.C. Comics, Visual Effects","Batman"
"155","Mar 10, 1995","Outbreak","$50,000,000","$13,420,387","$67,823,573","$190,023,573","","Thriller/Suspense","129 minutes","Disaster, Epidemic",NA
"156","Feb 17, 1995","Just Cause","","$10,607,932","$36,853,222","$36,853,222","","Thriller/Suspense","102 minutes",NA,NA
"157","Dec 2, 1994","Cobb","","","$849,490","$849,490","","Drama",NA,"Baseball, Biography",NA
"158","Aug 26, 1994","Natural Born Killers","","$11,166,687","$50,282,766","$50,282,766","","Black Comedy","120 minutes","Film Noir",NA
"159","Jul 20, 1994","The Client","$45,000,000","$17,174,262","$92,115,211","$117,615,211","","Drama",NA,"Lawyers, Mafia",NA
"160","Dec 17, 1993","The Pelican Brief","$45,000,000","$16,864,404","$100,768,056","$187,995,859","","Drama","141 minutes","Lawyers",NA
"161","Nov 24, 1993","A Perfect World","","$8,075,582","$31,160,784","$31,160,784","","Drama","138 minutes",NA,NA
"162","Aug 6, 1993","The Fugitive","$44,000,000","$23,758,855","$183,875,760","$353,715,317","","Thriller/Suspense","130 minutes","Film Noir, Wrongfully Convicted, Fugitive / On the Run","Fugitive"
"163","Jul 16, 1993","Free Willy","$20,000,000","$7,868,829","$77,698,625","$153,698,625","","Adventure","112 minutes","Animal Lead","Free Willy"
"164","Mar 19, 1993","Point of No Return","","$7,160,389","$30,038,362","$30,038,362","","Thriller/Suspense","108 minutes","Hitmen",NA
"165","Nov 25, 1992","The Bodyguard","$25,000,000","$16,611,793","$121,945,720","$410,899,452","","Thriller/Suspense","129 minutes","Musicians, Romance, Stalker, Secret Service Agent, Interracial Romance, Hallucinations",NA
"166","Sep 18, 1992","Singles","","$4,184,875","$18,471,850","$18,471,850","","Comedy","99 minutes",NA,NA
"167","Aug 7, 1992","Unforgiven","$14,400,000","$15,018,007","$101,157,447","$159,157,447","","Western","130 minutes","Revenge, Film Noir, 1880s, Oscars Best Picture Winner",NA
"168","Oct 25, 1991","Curly Sue","","$4,974,958","$33,644,430","$33,644,430","","Comedy","102 minutes",NA,NA
"169","Dec 19, 1990","The Bonfire of the Vanities","","$4,216,063","$15,432,314","$15,432,314","","Comedy","125 minutes",NA,NA
"170","Jul 27, 1990","Presumed Innocent","","$11,718,981","$86,303,188","$221,300,000","","Thriller/Suspense","126 minutes","Lawyers, Surprise Twist",NA
"171","Jun 15, 1990","Gremlins 2: The New Batch","$50,000,000","$9,702,804","$41,476,097","$41,476,097","","Comedy","106 minutes","Visual Effects, Monster","Gremlins"
"172","Mar 9, 1990","Joe Versus the Volcano","","$9,252,232","$39,381,963","$39,381,963","","Comedy","102 minutes",NA,NA
"173","Jun 23, 1989","Batman","$35,000,000","$40,489,746","$251,188,924","$411,348,924","","Action","121 minutes","Visual Effects, D.C. Comics, Film Noir","Batman"
"174","Jul 3, 1987","Innerspace","","$4,739,913","$19,816,619","$19,816,619","","Action","120 minutes",NA,NA
"175","Jul 11, 1986","Club Paradise","","$4,152,296","$12,308,521","$12,308,521","","Comedy",NA,NA,NA
"176","Jul 26, 1985","Pee Wee's Big Adventure","","$99,184","$40,940,662","$40,940,662","","Adventure","86 minutes",NA,"Pee Wee"
"177","Jun 7, 1985","The Goonies","","$9,105,913","$61,389,680","$61,389,680","","Adventure","114 minutes","Treasure Hunters, Fugitive / On the Run, Dysfunctional Family, Mutants, Pirates, Gangs, Unbelieving Police, Learning Disabilities, Money Troubles, Land Developer",NA
"178","Jan 25, 1985","Fandango","","$50,437","$86,134","$86,134","","Comedy","91 minutes",NA,NA
"179","Jun 24, 1983","Twilight Zone: The Movie","$10,000,000","$6,614,366","$29,500,000","$29,500,000","","Horror","101 minutes","Segments, In a Plane, Scary Kids, Bigotry, Posthumous Release",NA
"180","Jun 25, 1982","Blade Runner","$28,000,000","$6,150,002","$32,656,328","$39,298,726","","Thriller/Suspense","117 minutes","Cloning, Voiceover/Narration, Film Noir, Fugitive / On the Run, Psychological Thriller","Blade Runner"
"181","Jun 6, 1980","Up the Academy","","","$10,000,000","$10,000,000","","Comedy","88 minutes",NA,NA
"182","May 23, 1980","The Shining","$19,000,000","$622,337","$44,017,374","$44,728,227","","Horror","146 minutes","Writing and Writers, Writer's Block, Hauntings, Domestic Abuse, Addiction, Dysfunctional Family, Psychological Horror, Isolation Horror, Psychological Thriller",NA
"183","Dec 15, 1978","Superman","$55,000,000","$7,465,343","$134,218,018","$300,200,000","","Adventure","143 minutes","Visual Effects, D.C. Comics","Superman"
"184","1975","Barry Lyndon","$11,000,000","","$20,000,000","$20,169,934","","Drama","185 minutes",NA,NA
"185","Feb 18, 1961","Gold of the Seven Saints","","","","","",NA,"81 minutes",NA,NA
"186","Dec 31, 1959","Look Back in Anger","","","","$7,593","","Drama","98 minutes",NA,NA
"187","Aug 14, 1943","This is the Army","","","$19,500,000","$19,500,000","","Musical","105 minutes",NA,NA
"188","Jun 6, 1942","Yankee Doodle Dandy","","","$11,800,000","$11,800,000","","Multiple Genres","126 minutes",NA,NA
"189","Sep 27, 1941","Sergeant York","","","$16,400,000","$16,400,000","","Drama","134 minutes",NA,NA
"190","","","","","","","",NA,NA,NA,NA
"191","Averages","","$78,813,603","$27,592,591","$94,599,503","$212,102,641","",NA,NA,NA,NA
"192","Totals","189","$10,718,650,000","","$16,176,514,999","$37,117,962,126","",NA,NA,NA,NA
"193","Jan 17, 2020","Bad Boys For Life","","","","","","Action",NA,NA,"Bad Boys"
"194","Dec 25, 2019","Little Women","","","","","","Drama",NA,NA,NA
"195","Dec 18, 2019","Masters of the Universe","","","","","","Action",NA,NA,NA
"196","Dec 14, 2018","Spider-Man: Into The Spider…","","","","","Play","Adventure",NA,NA,NA
"197","Nov 9, 2018","The Girl in the Spider’s Web","$43,000,000","$7,810,112","$13,290,523","$26,590,523","Play","Thriller/Suspense","117 minutes","Delayed Sequel, Sequel With Lead Character Recast, Hackers, Revenge, Weapons of Mass Destruction, Internet, Cyber Warfare, Government Corruption","Millennium (English)"
"198","Nov 6, 2018","The Front Runner","","$51,543","$163,169","$163,169","Play","Drama","113 minutes","Political Campaign, 1980s, Politicians, Scandal, Tabloid Journalism, Infidelity",NA
"199","Oct 12, 2018","Goosebumps 2: Haunted Hallo…","$35,000,000","$15,802,225","$46,364,127","$91,664,127","Play","Horror","90 minutes","Supernatural, Circus, Creature Features, Living Toys, Sequels Without Their Original Stars, Kids Horror","Goosebumps"
"200","Oct 5, 2018","Venom","$116,000,000","$80,255,756","$210,031,043","$780,531,043","Play","Action","112 minutes","Parasite, Investigative Journalist, Marvel Comics, Super Villains, Mad Scientist, Body Horror, Scene in End Credits","Sony’s Marvel Universe"
"201","Sep 14, 2018","White Boy Rick","$30,000,000","$8,860,431","$24,004,833","$24,004,833","Play","Drama","111 minutes","Hood Film, 1980s, FBI, Drug Trafficking",NA
"202","Aug 17, 2018","Alpha","","$10,352,512","$35,829,745","$98,217,052","Play","Adventure","97 minutes","Cavemen, Lone Survivor, Prehistoric Times, Animal Lead",NA
"203","Jul 20, 2018","The Equalizer 2","$77,000,000","$36,011,640","$102,084,362","$190,070,626","Play","Action","129 minutes","Death of a Best Friend, Revenge","The Equalizer"
"204","Jul 13, 2018","Hotel Transylvania 3: Summe…","$65,000,000","$44,076,225","$167,450,959","$527,369,501","Play","Adventure","97 minutes","Monster, Vampire, Werewolf, Frankenstien's Monster, Summer Vacation, Dysfunctional Family, Generational Conflict, Romance, On a Boat, Interspecies Romance, Faked Romance, Mummy","Hotel Transylvania"
"205","Jun 29, 2018","Sicario: Day of the Soldado","$35,000,000","$19,007,566","$50,065,850","$74,909,546","Play","Action","123 minutes","Mexico, Drug Cartels, Human-Trafficking, Smuggler, Terrorism, Kidnap, Government Corruption, Sequels Without Their Original Stars","Sicario"
"206","Jun 13, 2018","Superfly","$16,000,000","$6,870,740","$20,537,137","$20,723,581","Play","Action","116 minutes","African-American, Black Urban, Blaxploitation, Crime, Crime Thriller, Remake, Hood Film",NA
"207","Feb 9, 2018","Peter Rabbit","$50,000,000","$25,010,928","$115,234,093","$347,134,901","Play","Adventure","95 minutes","Animal Lead, Talking Animals, Romance, Relationships Gone Wrong, Love Triangle",NA
"208","Dec 31, 2017","Mary Magdalene","","","","$11,585,369","","Drama","120 minutes","Jewish, Christians, Religious, Development Hell, Delayed Release",NA
"209","Dec 20, 2017","Jumanji: Welcome to the Jungle","$90,000,000","$36,169,328","$404,508,916","$961,758,540","Play","Adventure","119 minutes","Alternate Reality Game, False Identity, Same Role, Multiple Actors, Explorer, Academics, Delayed Sequel, 1990s, Prologue, Intertitle, Gratuitous Cameos","Jumanji"
"210","Nov 17, 2017","Roman J. Israel, Esq.","$22,000,000","$61,999","$11,962,712","$12,967,012","Play","Drama","129 minutes","Lawyers, Los Angeles, Civil Rights Movement, Courtroom Drama, African-American, Death of a Partner, Hood Film",NA
"211","Oct 20, 2017","Only the Brave","$38,000,000","$6,002,665","$18,340,051","$24,555,240","Play","Drama","134 minutes","Disaster, Firefighter, Arizona, Death of a Colleague, 2010s",NA
"212","Oct 6, 2017","Blade Runner 2049","$185,000,000","$32,753,122","$92,054,159","$259,344,059","Play","Thriller/Suspense","164 minutes","Delayed Sequel, Robot, Post Apocalypse, Police Procedural, Film Noir","Blade Runner"
"213","Sep 29, 2017","Flatliners","$20,000,000","$6,574,326","$16,883,115","$45,175,568","Play","Thriller/Suspense","110 minutes","Death of Other Extended Family, Supernatural, Medical Students, Near Death Experience, Delayed Sequel, Human Experimentation","Flatliners"
"214","Jul 7, 2017","Spider-Man: Homecoming","$175,000,000","$117,027,503","$334,201,140","$880,070,886","Play","Action","133 minutes","Marvel Comics, Reboot, Super Villains, High School, Coming of Age, Secret Identity, Revenge","Spider-ManMarvel Cinematic Universe"
"215","Jun 16, 2017","Rough Night","$20,000,000","$8,004,283","$22,105,643","$46,844,357","Play","Black Comedy","101 minutes","Strippers / Stripping, Parties Gone Wild, College, Bachelor Party, Friends Reuniting, Accidental Death, Covering Up an Accidental Death, Screenplay Written By the Star, Ensemble",NA
"216","Apr 7, 2017","Smurfs: The Lost Village","$60,000,000","$13,210,449","$45,020,282","$197,422,438","Play","Adventure","90 minutes","Reboot, 3-D, 3-D - Shot in 3-D, Road Trip, Animal Lead, Voiceover/Narration, Prologue, Non-Chronological, Underground, Rescue, Family Movie, Directing Yourself, Scene in End Credits","The Smurfs"
"217","Mar 24, 2017","Life","$58,000,000","$12,501,936","$30,234,022","$100,929,803","Play","Thriller/Suspense","103 minutes","Outer Space, Space Station, Alien Encounters, Trapped, One Location, Isolation Horror",NA
"218","Dec 21, 2016","Passengers","$110,000,000","$14,869,736","$100,014,699","$302,239,672","Play","Thriller/Suspense","116 minutes","Space Program, Romance, Disaster",NA
"219","Dec 2, 2016","The Duelist","","","","$6,088,454","","Horror","110 minutes","Russia, 1800s, Royalty, Romance, Non-Chronological",NA
"220","Oct 28, 2016","Inferno","$75,000,000","$14,860,425","$34,343,574","$219,561,188","Play","Thriller/Suspense","121 minutes","Delayed Sequel, Conspiracy Theory, Faulty Memory","Da Vinci Code"
"221","Sep 23, 2016","The Magnificent Seven","$90,000,000","$34,703,397","$93,432,655","$162,526,238","Play","Western","128 minutes","Ensemble, Mercenaries, Death of a Spouse or Fiancée / Fiancé, Robber Baron, Remake, Foreign-Language Remake",NA
"222","Aug 12, 2016","Sausage Party","$19,000,000","$34,263,534","$97,670,358","$141,354,394","Play","Comedy","85 minutes","Food, Animated Inanimate Objects",NA
"223","Aug 12, 2016","My Best Friend’s Wedding","","$39,984","$77,043","$5,724,682","","Romantic Comedy","91 minutes","Foreign-Language Remake, Wedding Planning, Revenge, Unrequited Love",NA
"224","Jul 15, 2016","Ghostbusters","$144,000,000","$46,018,755","$128,350,574","$229,034,050","Play","Comedy","117 minutes","New York City, Reboot, Hauntings, Paranormal Investigation, Entrepreneur, Genderbending Casting, Inventor, Gratuitous Cameos, Development Hell, Supernatural, College Professor, Fired, Horror Comedy","Ghostbusters"
"225","Jun 24, 2016","The Shallows","$13,000,000","$16,800,868","$55,121,623","$118,806,645","Play","Drama","87 minutes","Surfing, Trapped, Animals Gone Bad, Epilogue, Near Death Experience, Single Parent, Split Screen, Non-Chronological, Character POV shot, Isolation Horror",NA
"226","May 20, 2016","The Angry Birds Movie","$73,000,000","$38,155,177","$107,509,366","$352,829,528","Play","Adventure","97 minutes","Animal Lead, Talking Animals, Therapists / Therapy",NA
"227","Mar 16, 2016","Miracles from Heaven","$13,000,000","$14,812,393","$61,705,123","$73,798,720","Play","Drama","109 minutes","Faith-Based, Christians, Medical and Hospitals, Near Death Experience",NA
"228","Mar 11, 2016","The Brothers Grimsby","$35,000,000","$3,258,327","$6,864,016","$28,721,408","Play","Comedy","82 minutes","Separated at Birth, Dysfunctional Family, Secret Agent, Terrorism, Conspiracy Theory, Spoof",NA
"229","Feb 19, 2016","Risen","$20,000,000","$11,801,271","$36,880,033","$46,255,763","Play","Drama","107 minutes","Religious, Ancient Rome, Faith-Based",NA
"230","Jan 22, 2016","The 5th Wave","$38,000,000","$10,326,356","$34,912,982","$111,336,398","Play","Action","112 minutes","Alien Invasion, Young Adult Book Adaptation, Epidemic, Young Child Dealing with the Death of a Parent, Child Soldier, Bodysnatchers",NA
"231","Dec 31, 2015","Dao shi xia shan","","","","$65,538,213","","Adventure",NA,NA,NA
"232","Dec 25, 2015","Concussion","$35,000,000","$10,513,749","$34,531,832","$50,363,790","Play","Drama","121 minutes","Medical and Hospitals, Football, Corporate Malfeasance, Immigration",NA
